Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Bambinos,2021,2019.0,EdTech,Seed,1104110.21,Bengaluru,Cohort based extracurricular course for kids,"HNIs, Angels",1652350.2787431900,1540196.026148280,2015085.2288945300,2169445.818026430,2097001.6296315400,2062317.4090403900
KreditBee,2021,2020.0,FinTech,Unknown,1652203.72,Bengaluru,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"NewQuest Capital Partners, Motilal Oswal Private Equity",2340144.3016286500,2674050.974890900,2338605.3728790600,2624077.998315490,3501875.5828878800,3243258.414690840
Spardha,2021,2020.0,EdTech,Pre-series A1,948584.87,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",Inflection Point Ventures,1142819.815303660,1371140.5018008900,1417558.9492039600,1658885.9538649800,1611014.4003366700,1801364.0733096600
Onelife Nutriscience,2021,2018.0,HealthCare,Unknown,1704321.16,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,Lasons India,1967988.2284281500,2481560.799062830,2917778.5836357800,3103368.342103570,3610632.180502060,4211839.628914250
Flatheads,2021,2008.0,Fashion,Unknown,617873.15,Bengaluru,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,"Pankaj Chaddah, Srivatsan Rajan",1029779.9144260400,1018518.8780611600,1017664.2956839800,989393.8055339840,1173180.664886740,1411102.230598340
Fable Fintech,2021,2016.0,FinTech,Series A,793293.13,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Paytm,1283224.6355489400,1299967.1138444700,1291303.704004920,1353926.281984440,1741036.6140408400,1827560.4673451000
Holisol,2021,2019.0,Logistics,Unknown,1932263.97,New New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,"BlackSoil, CLSA Capital Partners",2839787.441912770,2830417.37782507,3320810.7885530500,3987443.084615740,3236455.203212920,4232730.722982900
Now&Me,2021,2017.0,HealthCare,Unknown,1964914.65,New New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Saama, Whiteboard Capital",2082502.1498394300,2584625.323481430,3671845.330726180,3801471.988755280,3180944.975502040,3954307.7146431900
Fyllo,2021,2019.0,AgriTech,Seed,1108345.73,Bengaluru,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Indian Angel Network, Titan Capital, Lead Angels",1464825.928400920,1518445.7379431700,1658532.8645284300,1850099.3212844500,2207037.111971070,2599063.606853120
Cora Health,2021,2015.0,HealthCare,Unknown,931315.16,Bengaluru,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,Unknown,1072315.0977524800,1521017.387582170,1706650.7673067300,1542897.2988598200,1618995.8005235400,1708063.1794606000
Blaer Motors,2021,2017.0,Mobility,Unknown,1742788.81,Chennai,Meant to augment human power and not completely replace it,The Chennai Angels,2202789.6569057000,3136489.285123560,2969839.6357071600,3431459.193637720,3003748.9949647800,3820709.8296197300
Swiflearn,2021,2019.0,EdTech,Pre-series A,1770977.62,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,"Venture Highway, Stellaris Venture Partners",2071133.3304706700,2505603.6770250700,3150404.715708640,3175454.2339498000,3032265.6319396600,4059498.1860851100
Cashfree,2021,2020.0,FinTech,Unknown,960087.73,Bengaluru,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"State Bank of India, Y Combinator",1558575.2808814900,1315081.663302220,1383208.5581575700,1985154.4255467800,1766103.2790552300,1909371.1159545100
QuickSell,2021,2017.0,E-commerce,Pre-series A,1668387.96,Mumbai,B2B Mobile Commerce Platform,"Sanjay Baldwa, Ajay Jain",2120834.183969830,2810822.6115922400,2425747.85480971,3283921.714245700,3205868.508714760,3209935.964393320
Truemeds,2021,2007.0,Heathcare,Series A,1632802.19,Mumbai,Truemeds is a health-tech startup.,InfoEdge,2112460.1803978900,2999685.561259750,2676305.3067628800,2783319.464776760,3354045.5879682200,3820527.970105810
Candes,2021,2017.0,E-commerce,Unknown,1265192.21,New New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,"Nitin Passi, Ruchirans Jaipuria",1889163.945781370,1818239.948621680,1836872.716428580,2165029.948410870,2261354.9587543800,2624218.2843168500
MediBuddy,2021,2016.0,Heathcare,Unknown,1594339.67,Bengaluru,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.","Stride Ventures, InnoVen Capital",2367419.356526950,2518519.1582426300,2288269.5524303400,2407585.1331651600,3091018.9004792100,3421206.3305190500
F5,2021,2020.0,Food & Beverages,Pre-series A,1032504.82,New New Delhi,F5 is a foods and beverages company.,"Venture Catalysts, Jeevak Gupta",1036228.023166360,1449337.2965430900,1586756.352055310,1941042.283466910,1859384.1038149700,2268756.2660632000
Capital Float,2021,2017.0,FinTech,Unknown,562533.68,Bengaluru,Capital Float is an online platform that provides working capital finance to SMEs in India.,"Triodos Investment Management, SAIF Partners",823174.7080318810,953048.0745304470,908894.5665812370,1030845.8653830900,1233345.8571654300,1301691.8275560200
IntelleWings,2021,2015.0,IT startup,Seed,548296.01,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",Unknown,739013.9909698400,712938.97467962,951829.3683239560,936161.8890630900,1090250.8436098500,1192632.907521070
Shyplite,2021,2020.0,Logistics,Unknown,533200.5,New New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,N+1 Capital,624838.0734731550,996144.0601235750,880931.3513181510,826616.5360087330,882633.983972535,1110044.4850315800
Refyne,2021,2016.0,FinTech,Series A,1769150.4,Bengaluru,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,"DST Global, RTP Global",2874532.9485205600,2898755.3665323300,3114268.962396890,3635704.489696530,3271045.535758830,3388354.2720187500
Greenjoules,2021,2015.0,Renewable Energy,Series A,1137289.92,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,Blue Ashva Capital,1619362.9035609500,1490185.2718236600,2203721.3733199000,2070915.1993759000,2215197.685903970,2759841.2286230100
MentorKart,2021,2019.0,Consulting,Seed,924863.8,New New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,"Amit Singal, Manish Aggarwal",1412116.1367635500,1394202.0555687600,1645289.5526641800,1600956.9873309600,1511356.740230500,1684599.0332630700
Leverage Edu,2021,2017.0,EdTech,Debt,1247028.54,New New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,"Trifecta Capital Advisors, Blume Ventures",1728824.4322985400,1815525.4756999300,2350051.195170050,2525478.0788725400,2067641.3337208800,2464582.9085174500
Kale Logistics,2021,2015.0,Logistics,Series A,855904.23,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,Inflexor Ventures,1318860.8939114500,1565041.820486150,1560286.6100687800,1495307.792793330,1774095.18944835,1690516.7226985200
CustomerGlu,2021,2019.0,CRM,Unknown,1900711.38,Bengaluru,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,"Kumar Aakash, Amit Singhal",2650595.4899395100,3046937.0484524000,3436633.4797428600,3464573.930494170,3382485.7442839100,4747519.190559410
Cell Propulsion,2021,2019.0,EV startup,Unknown,804275.5,Bengaluru,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,growX ventures,1171620.7255368900,1135697.7093929600,1250349.7313814800,1499771.9336309500,1532840.3233424000,1527388.4561586700
Wellbeing Nutrition,2021,2017.0,HealthCare,Unknown,552115.91,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,Klub,674105.8243016630,753962.3257733210,880045.1782933310,915254.0625382720,1139959.5089696700,1281983.0193886400
Pee Safe,2021,2019.0,HealthCare,Pre-series B,770369.8,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,"Shaival Desai, Alkemi Venture Partners",1181669.834043340,1036037.1523526800,1512752.0685925300,1511324.122718760,1668454.7561391200,1637767.6835528000
Chqbook,2021,2019.0,FinTech,Unknown,1434430.26,New New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.","Aavishkaar Venture Capital, YWC Venture Capital",1465025.4384191900,2325271.2178608800,2280103.7902635500,2240289.2404629200,2500239.253872430,3243564.234838700
SimpliContract,2021,2016.0,Software,Seed,1111166.71,Bengaluru,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",Kalaari Capital,1334370.6181952200,1957076.1771865400,2068515.426986220,2298800.5633520100,2362768.6555252600,2348443.7032411000
Dropshop,2021,2019.0,Logistics,Pre-series A,866865.57,Bengaluru,Building technology to make distribution efficient and cheaper for large and small FMCG companies,Inflection Point Ventures,1467257.7280871200,1207991.8371365400,1338979.886057410,1414726.923711800,1818095.1360862000,1694439.7323694700
Jumbotail,2021,2021.0,E-commerce,Debt,1422420.35,Bengaluru,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,Alteria Capital,1895545.9560672000,2257069.39510929,2363541.2764254600,2341618.17706666,2508561.635133800,3294462.4627650400
BYJU'S,2021,2021.0,EdTech,Unknown,619839.61,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Tiga Investments, Baron Capital",1026475.3776271600,852246.7042560350,943669.0033770480,1054729.421789350,1140796.6649798500,1441059.7440798600
Power Gummies,2021,2017.0,Nutrition,Unknown,1162232.92,New New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,"Venture Catalysts, 9unicorns",1289023.039420400,1801600.6399284100,1915477.040052100,2309737.408072550,2321423.0125426400,2303723.0458357100
Convosight,2021,2019.0,SaaS startup,Series A,1937997.66,New New Delhi,A mission - to help community builders become community entrepreneurs.,Qualgro,3018383.8786542000,2957611.7911125800,3740107.8640655500,3908194.668020690,4235115.371502090,4263559.431473600
Junio,2021,2018.0,FinTech,Seed,984059.23,New New Delhi,Junio is a kids-focused digital pocket money-smart card.,"Amit Lakhotia, Pravin Jadhav",1561785.7355043300,1386297.417630590,1813702.8798984800,1703471.9287336600,2085834.2642280700,2378704.3208121800
Wherehouse.io,2021,2018.0,Logistics,Seed,1467836.74,New New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",Better Capital,1751868.8696933100,2779232.952598840,2655858.7826546800,2955117.8624346000,2443009.6490661000,3018668.2642174000
Flexmoney,2021,2019.0,FinTech,Series A,969803.46,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Pravega Ventures,982532.9791349070,1362546.6815848100,1854676.7960949200,1927935.3282491000,1967779.1423612500,2026183.2831917300
Fampay,2021,2018.0,FinTech,Series A,1362433.34,Bengaluru,India's first numberless card and UPI without a bank account,"Greenoaks Capital, Elevation Capital",2176114.676401690,2335420.7912068100,2062582.8166525200,2532465.824890750,2899804.3900147900,2836813.223802360
Apna,2021,2011.0,Human Resources,Series B,1454549.21,Bengaluru,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,"Sequoia Capital India, rocketship.vc",1820200.6676639100,2196838.0725190500,2835083.5707746500,2606499.0468727800,2830435.887852930,2706758.8284346500
XYXX Apparels,2021,2020.0,Fashion,Series A,1946465.35,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",Unknown,2799094.476285000,3441755.8636963800,3560668.387112050,3864030.0375971200,4210210.628665620,4761564.468261060
WaterScience,2021,2015.0,D2C startup,Unknown,1239431.76,Bengaluru,The aim of making good water affordable and accessible.,Unknown,1808710.3826998100,2225561.447484890,1856045.625485580,2569752.7771479000,2181042.4547336900,2265393.8591909000
BrowserStack,2021,2020.0,SaaS startup,Series B,1684538.33,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,Accel,2530684.1454512500,3030404.3258237700,3140987.8822697000,2588123.83664499,3403545.0551074700,3532687.5520061900
Vital,2021,2020.0,Insuretech,Pre-series A,1259594.62,New New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",BLinC Invest,2076301.327648750,2225967.160743830,2442455.566126820,2607576.2817867000,2430528.2809139700,2793020.0248185100
Juicy chemistry,2021,2019.0,HealthCare,Unknown,1530182.74,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,Spring Marketing Capital,1757075.9151989400,2734956.479693670,2592194.7268296700,2472924.926490890,2756038.416790060,3157690.262921120
Samaaro,2021,2020.0,SaaS startup,Unknown,606886.6,Bengaluru,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience","Chaitanya Kalipatnapu, Kedar Gavane",655558.2792847110,1126028.7207382400,924183.2219037670,1034045.7373073500,1061378.7196134300,1416184.3833482600
Imagimake,2021,2014.0,Innovation management,Pre-series A,1749296.72,Mumbai,An innovative play system to help children create their imagination,"Roha Investment Managers, angel investor Saumil Shah",2631871.9573585400,2564289.5241234900,2746783.427879780,2778407.9032660500,3567852.431687620,4109695.5222545700
MSMEx,2021,2020.0,EdTech,Pre-series A,1572650.76,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,"TNF Ventures, Razorpay",1844246.587392050,2920893.5802930700,2239904.7748181700,3162069.3441123400,2967040.926704370,3394569.8574357200
RenewBuy,2021,2020.0,Insuretech,Series C,1705478.87,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,"Lok Capital, IIFL Asset Management",1934907.9908269600,2864629.832410030,2491406.705303840,3413868.570575220,2762533.7465879200,3387787.26584877
saarthi.ai,2021,2018.0,AI startup,Seed,1008932.54,Bengaluru,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,Nvidia Inception,1401174.0855876800,1656219.3056468700,1820559.191066750,1999225.7887388100,1952079.0441694800,2140352.7212556400
Kutumb,2021,2015.0,Community platform,Series A,865221.54,Bengaluru,Kutumb is a social community enabler.,"Tiger Global Management, DST Global",1362787.5214883300,1641270.3999988300,1213947.8714031200,1413015.106098350,1401991.3095971100,1888614.1375816600
Superplum,2021,2011.0,AgriTech,Pre-series A,1437250.42,Noida,Building India's most sophisticated platform for high quality fresh food,Marquee investors,1978006.2641399600,2091741.1342892200,2280093.964726320,2286182.6544883900,2362427.734662680,3184915.9566192100
Upside AI,2021,2015.0,FinTech,Seed,1371706.25,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,Endiya Partners,2315203.679226350,2010883.2522050600,2461512.767390080,2096351.0449765200,2457529.67532436,3398423.0717467300
PazCare,2021,2017.0,Insuretech,Unknown,1124550.58,Bengaluru,Paz Care is India's leading Employee Benefits & Health insurance platform,"Ashish Hemrajani, Parikshit Dar",1585461.124687870,1928159.4807940900,2219179.1773514000,1931697.9072343300,1946951.4829437,2738927.049796710
Answer Genomics,2021,2016.0,HealthCare,Unknown,521517.45,Bengaluru,A healthcare company that uses genome-based data to help individuals make decisions.,"India Accelerator, Lyxel&Flamingo",538600.9099202910,888797.2345233890,904697.6437633970,969920.4158122280,880626.7355762210,1166981.2530838000
Skillmatics,2021,2020.0,EdTech,Series A,762158.97,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Sequoia Capital India,1288598.7302035300,1115121.28200452,1363074.4305360800,1263523.848012070,1469406.6095420500,1450598.0914865300
Bimaplan,2021,2020.0,Insuretech,Pre-series A,1539394.96,Bengaluru,Affordable insurance for the next billion Indians,"Roshan Abbas, Ritesh Malik",1908351.8494830800,2804718.1175798600,2614926.531288,2779996.8239088,3176762.6428553300,3705126.6637253800
Bueno Finance,2021,2021.0,FinTech,Seed,1255716.36,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.","Goat Capital, JAM Fund",1751729.2396759600,1697472.655993120,2265791.1769573300,1898487.8253985100,2259452.9417015900,2757247.245168410
CityMall,2021,2019.0,E-commerce,Series B,1973138.42,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"General Catalyst, Jungle Ventures",2180032.910216580,3243316.52307967,3183603.003266480,3264887.459246060,3872830.773894060,3608684.6142579400
BYJU’S,2021,2020.0,EdTech,Unknown,1292562.79,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Blackstone Group, ADQ",1896149.2950839300,2013153.4014864100,2312873.2696082400,2408724.1526511800,2536594.5658104800,2796961.3783979300
India Quotient,2021,2019.0,Venture capitalist,Unknown,703460.04,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,Unknown,1008798.0811538300,1204100.4912138800,996739.0433426940,1403640.671938840,1373431.9313841900,1562154.7515443100
The Switch Fix,2021,2015.0,HealthCare,Seed,1611853.17,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,"Venture Catalysts, 9unicorns",2271841.4553056400,2479507.5864989000,2278110.5044317000,2466668.112038860,3181264.1620237400,3715703.8366151400
Anvidha Technologies,2021,2017.0,Tech Startup,Seed,1937003.13,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,Unknown,2107303.61918935,3656469.7189490800,3615259.0328065800,3530844.713608030,3483725.2932481500,3603771.1961378800
DigiSparsh,2021,2020.0,FinTech,Seed,1957275.91,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,GoAhead Ventures,2170944.6335641800,3473336.864607630,2904211.2920985800,3983261.0365809500,4018553.5089061000,3684455.512122890
CoffeeMug.ai,2021,2017.0,Networking,Pre-seed,847853.25,New New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.","Paradigm Shift Capital, AngelList India",895924.7251156320,1116195.1791470800,1319739.8728996700,1580379.497413500,1373848.0764257000,1686885.656194050
Pathfndr.io,2021,2015.0,SaaS startup,Pre-series A,1457651.16,Bengaluru,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,Arali Ventures,1976437.3927942700,2341428.6304536300,2864896.2103831400,2458430.598933940,2394093.794300360,3116835.286350890
BigLeap,2021,2014.0,Recruitment,Unknown,1148579.42,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,Anup Kumar Yama,1478330.6554353800,1815534.0327013800,1653498.4432548000,2029150.0032404300,2224255.73025469,2696144.1340621700
Kazam,2021,2020.0,EV startup,Seed,863535.96,Bengaluru,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",Inflection Point Ventures,1445088.3327776300,1267756.6182200700,1472794.6431510900,1402273.9665307100,1654509.6561516400,1890268.8102749000
MYRE Capital,2021,2012.0,Commercial Real Estate,$ 6000000.00,533367.5,Mumbai,Democratising Real Estate Ownership,Aryaman Vir,631580.1132153680,811936.4338451180,938192.1452397990,1013997.439798460,901735.9838973400,1285396.5439762000
BimaPe,2021,2013.0,FinTech,Pre-seed,1574561.99,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',"iSeed, Titan Capital",2102163.4306438400,2848218.641969060,2975232.3256192300,2803266.3337761000,3075038.749828320,3577223.473007780
MicroDegree,2021,2015.0,EdTech,Unknown,1323761.22,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,Research Innovation Incubation Design Labs,1453835.3329604800,1853829.0194789100,2233082.9433680100,2235591.9806825100,2662150.6134766000,3174545.486140660
Saarthi Pedagogy,2021,2020.0,EdTech,$ 1000000.00,1693894.13,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",Sushil Agarwal,2595402.336986220,2699486.429605660,2862558.0003720800,3215668.084067110,3679232.65749714,3518742.1078938600
Synapsica,2021,2019.0,HealthCare,Series A,1928775.45,New New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"IvyCap Ventures, Endiya Partners",2819411.095818610,3249965.2122743500,2704342.979535330,3877543.926239380,3714381.175390950,3621918.128667070
Kwik Foods,2021,2021.0,Food & Beverages,Seed,613964.15,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,9Unicorns,910739.1825869160,801979.3236963240,1178834.5129008900,1282742.7410120700,1144376.231377430,1308209.6439485600
Plutomen,2021,2019.0,AR startup,Unknown,1546226.32,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,"GUSEC Seed Fund, DeVX Venture Fund",1816295.6345399500,2573000.970281020,2825956.0010888100,2738844.5314518000,2996967.9460629300,2927125.6223505400
GoMechanic,2021,2020.0,Automotive,Series C,1648459.28,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.","Tiger Global, Sequoia",2194992.0450082700,2627609.698983290,2905416.522111430,3096021.3944193800,2659472.6395814400,3659013.9125435100
Grinntech,2021,2012.0,Automotive,Unknown,832176.88,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",Unknown,1023696.3431291500,1389910.0947130500,1458436.8568509600,1460115.3971195600,1479630.570294490,1547681.8742620500
Nobel Hygiene,2021,2021.0,HealthCare,Unknown,1291473.98,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",Quadria Capital,2107581.2156762100,2302553.2152853500,2152649.3935132700,2321340.5837869400,2267346.281417520,2738851.538307690
Green Cure,2021,2018.0,HealthCare,Pre-series A,1613599.87,New New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,Venture Catalysts,2158986.156811520,2603666.1512720500,2311465.90204095,2675141.152093640,3402361.637809020,3320853.533767140
Classplus,2021,2021.0,EdTech,Series C,1493619.11,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,Tiger Global,2197926.364082760,2773130.919767950,2936210.239824470,2825657.1914398300,2582614.5867990200,3623466.938150390
WINDO,2021,2019.0,E-commerce,Seed,1854957.35,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,Unicorn India Ventures,2612537.4021894400,2579772.6619633500,3247466.8040511800,3423806.7108978600,3759779.048681080,3572749.7267424400
ApnaKlub,2021,2021.0,E-commerce,Pre-series A,1390593.4,Bengaluru,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Blume Ventures, Whiteboard Capital",1565459.1969078700,2408787.229359220,2656491.719528820,2520057.761135660,3007602.509779290,2914199.5184593600
LegalPay,2021,2014.0,FinTech,Unknown,1229536.67,New New Delhi,A tech focused B2B litigation finance company in India.,Ashwini Kakkar. 9Unicorns,2003571.530970710,1985531.9285179900,2291373.8822814400,2416756.5620401200,2648203.8193539400,2267903.3601049100
Lavado,2021,2020.0,Consumer service,Unknown,1830978.54,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Ashish Shah,2335045.3751113200,3413775.526885680,3295365.7332650600,3182261.60587039,3991937.6174976000,4499394.375890120
Navars,2021,2021.0,EdTech,Unknown,1865754.58,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Faad Network,2375508.1610477900,2777952.92271137,3728960.9758594100,3191742.590082380,3261960.1402055500,4157463.845928970
GoBolt,2021,2017.0,Logistics,Series B,983810.65,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Paragon Partners, Aavishkaar Capital",1668514.5823873900,1334522.3633269300,1573345.9660820600,1676364.4409812700,1714562.6510580000,2260850.2622730300
Loco,2021,2020.0,Gaming,Seed,1868637.12,Bengaluru,Loco is India's leading live game streaming app.,"Krafton, Lumikai",3100223.5717871500,3352100.2348511500,3479811.168576590,3433265.7766813700,3395047.1707296200,3444259.2129357200
Auric,2021,2016.0,HealthCare,Pre-series A,543296.99,New New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,Venture Catalysts,825759.4477181100,966396.7460367850,827341.9228475820,1116138.028934870,1043198.9269570700,1172757.6146306500
Edmingle,2021,2011.0,EdTech,Unknown,1179525.09,Bengaluru,Edmingle is a platform for all educators who want to launch their courses and sell them online.,"Indovation Fund, Mumbai Angels",1240381.4991526500,1985148.2279947000,1782368.4727877100,2206056.350463150,2341358.3375242100,2703621.610302610
Slice,2021,2011.0,FinTech,Unknown,1246131.94,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.","Gunosy, Blume Ventures",1564017.7726082700,1943341.3159394400,1944912.327061670,2162308.716638360,2182946.891222170,2588302.311477770
Humit,2021,2020.0,Music,Pre-seed,1457024.06,Bengaluru,Humit is a social networking app for music sharing and discovery.,Antler India,2235131.8097408900,2526236.114942380,2428863.503736940,2603920.208238590,2556206.327270020,3314826.977167520
Airblack,2021,2021.0,IT startup,Series A,1604938.62,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,"Edge Ventures, Elevation Capital",2184507.216079410,2958848.37709071,2369126.8922389300,3169890.012644000,3090090.8227420500,3056882.5934140700
NIRAMAI,2021,2013.0,HealthCare,Unknown,1998101.3,Bengaluru,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",CDC Group,3382281.493986680,2992300.4835404700,3965790.3898376700,3688255.792073030,3566688.1038483600,4282565.022191070
Intervue,2021,2019.0,SaaS startup,Seed,697251.48,New New Delhi,World's fastest collaborative environment to take tech interviews.,"Titan Capital, Kunal Shah",848902.8628488650,1042632.7246655600,1369355.218527470,1183221.9187376600,1415867.3389691900,1322587.7464692100
Nestroots,2021,2017.0,Fashion,Seed,1411464.68,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",We Founder Circle,1782625.6898270600,2343254.9506440600,2730845.867875390,2126918.615981300,3100143.126075590,2752858.521782440
Detect Technologies,2021,2016.0,Automation,Unknown,1131078.82,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,"Accel Partners, Elevation Capital",1797110.3597129500,1934863.627706440,2040899.1814803700,2072188.732340860,1953607.2427609300,2467479.6842847900
CredR,2021,2021.0,Automotive,Unknown,604622.44,Bengaluru,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",760466.123367355,1131470.658499600,1182588.73540946,1267588.5406411900,1087865.7688080800,1472226.857222450
Fourth Partner Energy,2021,2021.0,Solar,Unknown,1125988.52,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.","Norfund, The Rise Fund",1189218.009683480,1472322.9735220600,2232192.7924812200,2104652.060641930,2420028.4224051900,2091545.0625997400
TABLT,2021,2021.0,HealthCare,Seies A,1099895.95,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Siti Cable,1470474.5447874000,1868056.0914606900,1809180.4650368000,2082334.3063782000,2001193.0885361900,2263879.172932800
